"ID","TOKEN","IS_PUNCT"
"878","ὑμῶν","FALSE"
"879","ἀπὸ","FALSE"
"880","τῆς","FALSE"
"881","ἡμέρας","FALSE"
"882","ταύτης","FALSE"
"883","καὶ","FALSE"
"884","ἐπέκεινα","FALSE"
"885",",","TRUE"
"886","ἀπὸ","FALSE"
"887","τῆς","FALSE"
"888","τετράδος","FALSE"
"889","καὶ","FALSE"
"890","εἰκάδος","FALSE"
"891","τοῦ","FALSE"
"892","ἐυάτου","FALSE"
"893","μηνός","FALSE"
"894",",","TRUE"
"895","καὶ","FALSE"
"896","ἀπὸ","FALSE"
"897","τῆς","FALSE"
"898","ἡμέρας","FALSE"
"899","ἧς","FALSE"
"900","τεθεμελίωται","FALSE"
"901","ὁ","FALSE"
"902","ναὸς","FALSE"
